"text","size","pos","neg"
"nothing_to_do_with",-6.10547869654135,42,109
"cash_in_on",-6.10223510697507,4,48
"warned",-6.10172532952859,36,120
"dire",-6.10170317615733,17,76
"only_saving_grace",-6.09701931931467,1,40
"unless_want_to",-6.0914986495008,0,37
"badly_made",-6.0914986495008,0,37
"uwe_boll",-6.08832241800999,0,31
"not_much",-6.08517922986294,116,218
"cgi",-6.07414866148312,84,147
"got",-6.07177251403488,1117,1430
"dumbest",-6.07049347384602,3,44
"toilet",-6.0682482599799,22,85
"everyone_else",-6.06689647241568,64,152
"writers",-6.05990985464069,204,310
"none_characters",-6.04527614870543,10,61
"unintentionally_funny",-6.04103457298402,4,46
"what_little",-6.036545353767,11,63
"worst_acting",-6.03634667634207,1,39
"bad_really",-6.03398227461038,2,42
"so_badly",-6.02940742402601,13,72
"stock_footage",-6.02570203825347,15,65
"as_worst",-6.02127838674389,4,47
"just_too",-6.02031580071048,52,134
"scientist",-6.01755400016429,64,133
"piece_junk",-6.01416987555929,1,39
"to_begin",-6.00932311631769,70,171
"worst_movies_i've_ever",-6.0083773851511,0,36
"don't_waste_money",-6.0083773851511,0,36
"ever",-5.99326707705696,1897,2110
"without_any",-5.99058594243316,74,157
"advice",-5.98862479540045,73,159
"bad_plot",-5.98793832641064,4,46
"in_grave",-5.98793832641064,4,46
"blah",-5.98672578381361,1,19
"bad_actors",-5.98597751157235,5,49
"i'll",-5.98338510428492,333,462
"illogical",-5.98281188350529,18,71
"very_boring",-5.98202996042581,3,44
"uwe",-5.9800962546258,0,28
"happens",-5.97800963922768,395,518
"interesting_but",-5.97686449038135,24,86
"want_to",-5.97053145489216,881,1174
"watchable",-5.96956843591168,89,194
"no_apparent",-5.96400476032799,15,68
"worst_part",-5.9638076340406,6,49
"cringe",-5.96319961647547,30,95
"muddled",-5.95647190652681,11,61
"travesty",-5.95636617033632,8,60
"sadly",-5.95074081651015,158,291
"i've_ever_seen",-5.94302188759825,173,291
"waste_time_or",-5.93018745054822,1,38
"fails_on",-5.92410350981635,0,35
"not_even_worth",-5.92410350981635,0,35
"movie_had",-5.92327517413087,110,217
"movie_seemed",-5.91547294442534,8,55
"even_bother",-5.91547294442534,8,55
"minutes_movie",-5.91492506242203,19,76
"to_care",-5.9095639525357,45,123
"how_stupid",-5.90836537230496,3,42
"unimaginative",-5.90636160804078,4,45
"sense_at_all",-5.9043763918552,5,48
"to_turn_off",-5.9043763918552,5,48
"two_hours",-5.90148248435041,72,145
"insipid",-5.90122167359261,9,57
"porn",-5.90093407691336,42,158
"simply",-5.89958538624215,633,788
"to_believe",-5.8965687923257,175,292
"but_unfortunately",-5.89151671231065,25,84
"bad_films",-5.88966623840586,4,41
"fell_asleep",-5.88933281617341,7,52
"funny_or",-5.88626854973359,9,55
"zero",-5.8831818836767,60,204
"make_any",-5.88170933902473,33,100
"had_potential",-5.88016751178507,11,60
"bad_in",-5.87987076847596,28,89
"amateur",-5.87868598170326,52,126
"in_first",-5.87513365836957,235,385
"not_make",-5.87341248605285,43,115
"never_get_back",-5.86887349748585,1,37
"save_movie",-5.86643588910517,2,40
"blood",-5.86551136979046,284,447
"be_bad",-5.86002880745352,21,74
"made_no_sense",-5.85843188222719,3,42
"film_bad",-5.85630778560238,4,45
"believe_that",-5.84873650573628,205,331
"avoid_like_plague",-5.8476828171947,0,34
"walking",-5.84066335333998,117,221
"ripped",-5.84019368360519,34,105
"makes_no",-5.8385268345411,40,111
"nothing_new",-5.83349118996895,35,100
"hey",-5.83191752038612,139,246
"decided",-5.83175514283635,259,383
"seen_worse",-5.82784963514449,2,41
"flimsy",-5.82695815355624,6,47
"offensive",-5.82394418490937,48,125
"been_done",-5.82384499933214,67,157
"wasted_on",-5.82377348286755,4,44
"sense_at",-5.82198626775738,9,56
"mystery_science_theater_3000",-5.81905402792388,1,36
"stock",-5.81822892143346,76,155
"video",-5.81720650688568,464,662
"incompetent",-5.81661725543597,16,69
"movie_ever_seen",-5.81659851417179,37,103
"talentless",-5.81446153615314,3,42
"that_looks_like",-5.81003416055561,8,51
"but_no",-5.80954237958215,102,201
"first_all",-5.80230560745918,103,207
"headache",-5.79960451365602,0,39
"cover",-5.79839735624253,152,277
"nothing_but",-5.79584564917304,77,159
"only_thing_that",-5.79495522171923,56,139
"don't_care",-5.79437072408331,62,140
"sort",-5.79220018388779,468,663
"embarrassment",-5.78817477079965,16,67
"poor_script",-5.78339484005626,1,36
"thinking_when",-5.78091904804408,2,39
"channel",-5.77901578353874,147,233
"sounds_like",-5.77330325376405,59,134
"made",-5.76645024565332,2208,2566
"half_time",-5.76133334105139,0,33
"stick_to",-5.75554933536573,35,99
"waste_time_or_money",-5.7518945737678,0,33
"uh",-5.7463537564553,13,59
"train_wreck",-5.74354064379164,8,52
"about_movie",-5.7391422698334,245,387
"made_no",-5.73553864549254,15,66
"going_to",-5.73454449437653,654,862
"say_about",-5.73408011413195,98,200
"2_from",-5.72896442757593,3,41
"lacks_any",-5.72896442757593,3,41
"why_does",-5.72827279646149,26,78
"purpose",-5.72784611001795,142,246
"fooled",-5.72774538473398,19,74
"no_apparent_reason",-5.72615572751586,11,57
"lowest",-5.71418735192632,15,68
"cash",-5.71303383822508,63,149
"plus_side",-5.71277413425153,5,45
"nauseating",-5.71277413425153,5,45
"should_been",-5.71247970550341,136,260
"filmmakers",-5.70956488062032,151,261
"character_development",-5.70904846403624,100,191
"unlikeable",-5.70392121146282,15,64
"didn't_care",-5.70296703783521,28,85
"attempts",-5.70253514586608,185,317
"review",-5.69621035045864,246,378
"interesting_or",-5.69417397880154,2,38
"terrible_script",-5.69417397880154,2,38
"but_failed",-5.69417397880154,2,38
"theater_3000",-5.69138552729963,2,37
"how_not",-5.691254776692,6,47
"walked",-5.68989568138195,61,144
"shelf",-5.68864456024958,22,83
"half_hour",-5.68825725113208,71,150
"on_plus_side",-5.68700209363151,4,43
"to_begin_with",-5.68177846190443,36,112
"do_yourself",-5.67845774971338,31,95
"time_or",-5.67843493172382,28,94
"far_too",-5.67590101460157,65,143
"movie_2",-5.6747442782396,7,49
"meaningless",-5.67273305497977,21,70
"really_disappointed",-5.6709449630354,1,35
"school_play",-5.6709449630354,1,35
"about_only",-5.66913325779604,22,78
"all_just",-5.66786037849057,26,85
"to_even",-5.66473413614979,39,108
"retarded",-5.66440898192609,31,85
"don't_waste_time_with",-5.66384818925777,0,32
"doubt_worst",-5.66384818925777,0,32
"ripped_off",-5.65728016108582,15,69
"no_chemistry",-5.65574653838268,6,47
"confusing",-5.65422812408331,98,195
"awful_but",-5.65335299398001,5,45
"anyone_would",-5.65251230555824,10,56
"morons",-5.65242980586963,7,55
"least_bit",-5.65077900150222,12,58
"really_wanted_to",-5.64741484356098,11,58
"very_very_bad",-5.64698985210613,1,34
"not_enough_to",-5.64690960620631,12,59
"be_good",-5.64678846483854,97,189
"where_to_start",-5.64461533423484,2,37
"to_cash_in_on",-5.6422629272302,3,40
"in_worst",-5.6422629272302,3,40
"know",-5.64214701422052,1807,2002
"to_laugh_at",-5.64076691280792,19,71
"disjointed",-5.63648850616354,22,82
"huh",-5.63611794916522,25,87
"saving_grace",-5.63415721875914,13,82
"lazy",-5.63280722692481,39,104
"can't_act",-5.62864468285014,5,44
"whole_film",-5.62336640754652,64,142
"movie_don't",-5.61309268863954,42,112
"how_bad_movie",-5.60870253483263,1,34
"not_worth_watching",-5.60870253483263,1,34
"kills",-5.60788855848326,134,238
"how_awful",-5.60614693144818,2,37
"science_theater_3000",-5.60506029732149,2,36
"poorly_acted",-5.60061732510739,4,42
"incomprehensible",-5.59382411339463,15,63
"movie_there",-5.58319173436268,66,147
"bad_directing",-5.58191456955063,1,34
"but_worst",-5.58191456955063,1,34
"bin",-5.58156546564419,20,75
"project",-5.58056015907469,141,268
"nope",-5.57722802712639,6,46
"gave_2",-5.57442569844804,0,31
"not_worth_time",-5.57442569844804,0,31
"saved",-5.57382945040751,68,158
"start",-5.57351141932913,583,771
"good_about",-5.56713293608827,11,57
"main_problem",-5.56686817561451,13,61
"movie_could_been",-5.56686817561451,13,61
"topless",-5.55925939851497,18,56
"breasts",-5.55842896565277,25,79
"pay_to_see",-5.55430619489616,3,39
"paper_thin",-5.55430619489616,3,39
"1_2_from",-5.55430619489616,3,39
"movies",-5.5530798084342,1819,2123
"thrown",-5.55013977354181,134,233
"tries_to",-5.54627680631279,351,467
"coherent",-5.54512362224397,21,72
"sounds",-5.54360210091107,221,362
"worst_ever",-5.54343057746535,5,43
"or_money",-5.54145265492601,6,46
"movie_i've_ever",-5.54060623918007,17,66
"you're",-5.53992698708619,557,745
"inappropriate",-5.53187957129765,23,74
"drags",-5.52790361873809,33,96
"give_break",-5.52332467579822,6,45
"redeem",-5.52039539129615,13,56
"do_not_waste_time",-5.51937756283327,1,33
"goes_nowhere",-5.51937756283327,1,33
"oh_wait",-5.51678020534043,2,36
"better_acting",-5.51525739083793,3,38
"boring_movie",-5.51382284493142,4,38
"unlikable",-5.51244578734976,11,54
"begin_with",-5.51083949176627,47,126
"scripts",-5.49872608181066,38,96
"that_just",-5.49868561220701,178,295
"wretched",-5.49785741919561,16,60
"isn't_funny",-5.4943380917907,7,45
"in_bad",-5.49324470948651,20,72
"any_real",-5.4928520455893,29,81
"abomination",-5.49147303463399,1,33
"terrible_as",-5.49147303463399,1,33
"should_never_been",-5.49147303463399,1,33
"bottom_barrel",-5.49147303463399,1,33
"forwarding",-5.49147303463399,1,33
"even_less",-5.48696644385643,11,55
"worse_movie",-5.48355977618635,0,30
"film_so_bad",-5.48355977618635,0,30
"reason_gave",-5.48355977618635,0,30
"there_no_plot",-5.48254000225571,4,40
"plan_9_from",-5.48042569299809,5,43
"even_try",-5.48042569299809,5,43
"mention",-5.47956079336453,276,413
"pay",-5.4777342005984,209,323
"attempts_at",-5.47754094445269,23,84
"1_star",-5.47237635131759,0,32
"rating",-5.4698876962443,276,453
"paint_dry",-5.46746278129089,2,35
"slow_motion",-5.46260524738291,21,70
"half_way",-5.45718480739904,30,89
"to_work_with",-5.45473502266998,48,118
"hard_to_be",-5.4450240484812,12,55
"some_good",-5.4402255335798,122,226
"could_possibly",-5.43574348390566,21,73
"how_could",-5.43476284124114,52,116
"even_get",-5.43161473594271,28,85
"no_tension",-5.43131757882904,0,29
"what_so_ever",-5.4310318320696,3,34
"if_movie",-5.42912827964538,44,113
"poorly_executed",-5.4286521732815,1,32
"around",-5.42846785996546,1185,1381
"downright",-5.42690928020777,53,122
"no_talent",-5.42641957516032,3,37
"why_even",-5.42601173696851,2,35
"absolutely_horrible",-5.42601173696851,2,35
"film_school",-5.42545411182424,6,43
"sounded",-5.42508019831055,46,115
"throwing",-5.4250366649142,52,117
"aren't_even",-5.42414689461711,4,40
"disgrace",-5.42357676846229,4,45
"said",-5.42284430057541,770,958
"not_recommended",-5.40583479347841,11,54
"accents",-5.39909045812744,53,119
"absolutely_terrible",-5.39645957324238,3,36
"but_nothing",-5.39533047097695,54,121
"movie_horrible",-5.39429868434756,4,39
"it's_just_bad",-5.3911774342007,0,29
"spend_money",-5.3911774342007,0,29
"waste_celluloid",-5.3911774342007,0,29
"could_been_good",-5.3911774342007,0,29
"total_waste_time",-5.3911774342007,0,29
"only_positive",-5.39117743420069,0,29
"to_believe_that",-5.38834901281775,63,133
"it's_like",-5.38380618694708,89,166
"rubber",-5.38042037391326,23,71
"nothing_else",-5.37388613131011,60,136
"first_10",-5.3736913792364,3,38
"consists",-5.37101037731773,43,98
"would_been_better",-5.3678172469993,24,76
"very_poorly",-5.36755886442078,6,44
"on_plus",-5.36755886442078,6,44
"agreed_to",-5.36755886442078,6,44
"problem_that",-5.36500233558553,54,122
"horror",-5.35701104545122,483,789
"embarrassingly",-5.3510828125049,6,43
"nor",-5.35057130182899,210,330
"somehow",-5.34780898639776,247,365
"doesn't_help",-5.34325405410718,21,73
"to_rent",-5.34282188047293,44,105
"black_guy",-5.34243521464902,7,45
"absolute_worst",-5.34093290858815,1,30
"badly_acted",-5.33395676073498,4,39
"instead_get",-5.33377463157316,2,34
"it's_not_worth",-5.33377463157316,2,34
"give_3",-5.33377463157316,2,34
"inexplicably",-5.33360853448412,13,57
"threw",-5.33336694107205,33,98
"other_than",-5.33225177231497,241,372
"hackneyed",-5.33217889663444,14,60
"i'd_rather",-5.33061402920938,10,49
"heck",-5.32751798087266,69,150
"do_yourself_favor",-5.32664446824593,20,71
"word",-5.32627224843609,299,429
"some_guy",-5.32578742917614,8,45
"3000",-5.32507023734997,13,61
"really_really",-5.32445119845335,43,105
"conveniently",-5.32246822095186,10,52
"straight_to_video",-5.32205651168537,16,68
"just_another",-5.32070378333748,56,118
"didn't_make",-5.31853338082123,28,87
"spend",-5.31172089266116,178,291
"worst_movie_ever_made",-5.30903674491449,0,28
"fast_forwarding",-5.30607355122544,1,31
"lost_interest",-5.30607355122544,1,31
"with_stupid",-5.30607355122544,1,31
"inaccurate",-5.30144062817604,14,55
"without_doubt_worst",-5.29719933108162,0,28
"don't_waste_time_or",-5.29719933108162,0,28
"pass",-5.29345237267936,137,239
"ridiculously",-5.29242717871089,27,80
"scary_movie",-5.28917051969582,14,52
"guys",-5.28907941408114,368,503
"movie_at_all",-5.28419395522887,16,62
"lackluster",-5.28301546886643,11,62
"movie_supposed_to",-5.28234058674709,3,36
"minutes_into_movie",-5.28234058674709,3,36
"movie_supposed",-5.28234058674709,3,36
"blah_blah",-5.2802382025822,1,8
"not_them",-5.27881479888616,6,43
"imdb",-5.27796471445249,201,334
"mouth",-5.2770937163937,100,193
"or_whatever",-5.27661763172595,36,101
"entire",-5.2763538703438,454,685
"unrealistic",-5.27394023737105,78,156
"movie_i've_ever_seen",-5.27211167484782,15,60
"from_outer_space",-5.27211167484782,15,60
"pretty_much",-5.27096278920413,192,311
"really_wanted",-5.27076711104246,16,63
"if_you're_going",-5.26125028642114,4,44
"if_want_to_see",-5.25263562774129,47,109
"outer_space",-5.25161486012897,22,83
"idea_but",-5.2490871382756,8,47
"to_start",-5.24687956914011,94,177
"no_where",-5.24672530357697,6,40
"movie_would",-5.24655328419185,125,218
"could_made",-5.24416632083209,13,57
"rating_4",-5.24272750796026,1,30
"had_high",-5.24238762306226,4,38
"poorly_made",-5.24238762306226,4,38
"with_movie",-5.24226787619233,123,221
"even_funny",-5.24137879918982,9,49
"tolerable",-5.24024372457485,9,47
"unimpressive",-5.23999662896913,2,33
"does_not_make",-5.23752475136898,10,51
"around_in",-5.23547667673116,61,127
"to_laugh",-5.22297138696608,76,156
"wreck",-5.22241827200057,22,88
"no_point",-5.21965865465926,14,62
"steaming",-5.2109589157113,1,30
"not_in_good",-5.2109589157113,1,30
"must_be",-5.20510916430008,215,318
"acting_so",-5.20396019173763,17,64
"waste_money_on",-5.20153897026323,0,27
"awful_script",-5.20153897026323,0,27
"0_out",-5.20153897026323,0,27
"zombie",-5.20086333580831,39,115
"movie_only",-5.19785183400091,57,127
"bothered_to",-5.19229650142288,12,58
"gets_worse",-5.18877768853606,3,35
"it's_boring",-5.18877768853606,3,35
"wannabe",-5.18589005014223,25,78
"look",-5.18372163241103,1352,1518
"walk_out",-5.18216540312566,10,53
"any_sort",-5.18159792304533,17,63
"2_stars",-5.17420741783358,6,41
"cut",-5.17337724733213,297,486
"at_worst",-5.17223898852041,7,44
"up",-5.1710620238746,2734,3040
"running",-5.16549591229379,317,464
"tasteless",-5.1636347929078,13,49
"so_ever",-5.16037498839276,6,37
"seemed_like",-5.15757555478699,41,108
"few",-5.15752266186261,1363,1493
"turn_off",-5.15749607001773,33,88
"generous",-5.15749607001773,33,88
"don't_care_about",-5.15613708613964,8,45
"supposed_to_be_funny",-5.15413938207701,2,31
"it's_so_bad",-5.15337858345692,3,44
"development",-5.15266145268886,196,305
"watching_bad",-5.15018226541459,0,26
"so_poor",-5.14937759596355,4,37
"to_waste_time",-5.14737790635093,1,29
"stay",-5.14463698918773,278,403
"just_doesn't_work",-5.14459949204906,2,32
"just_plain_bad",-5.14459949204906,2,32
"credits",-5.14019342095316,235,342
"how",-5.13882080239169,2135,2472
"yourself_favor",-5.13515744388356,22,72
"credibility",-5.131806034805,43,99
"there_no_reason",-5.12855184664988,1,30
"alas",-5.12745447212745,39,99
"going_to_be",-5.12581587441784,154,259
"from_outer",-5.12557940093452,16,60
"anything_to",-5.12497056544509,77,151
"there_just",-5.12308994832283,45,118
"wtf",-5.12144798680378,8,45
"film_fails",-5.1195260433704,5,39
"know_where_to",-5.1195260433704,5,39
"ruined_by",-5.1195260433704,5,39
"senseless",-5.11750898370863,19,64
"movie_waste",-5.11719968308293,0,26
"decided_to",-5.11476903213617,212,300
"no_sense_at",-5.11411826021385,1,29
"nothing_here",-5.11411826021385,1,29
"don't_bother_with",-5.10410176294925,0,26
"simply_awful",-5.10410176294925,0,26
"supposed_to_be_comedy",-5.10410176294925,0,26
"there_wasn't",-5.10053311197889,32,84
"favor",-5.09820606601271,80,164
"badness",-5.09622018338129,2,31
"plain_bad",-5.09364414030174,3,34
"something_better",-5.09364414030174,3,34
"good_either",-5.09364414030174,3,34
"called",-5.0933801366875,487,662
"horror_movie",-5.09123988886476,133,229
"absolutely",-5.08492943825064,556,738
"rambling",-5.08392095741549,6,40
"9_from",-5.08192962050721,7,43
"if_you're_going_to",-5.08191677837465,4,42
"just_wasn't",-5.08058694906915,11,49
"dvd_cover",-5.07944790086178,4,36
"giant",-5.07814754639301,114,155
"just_so",-5.07743564220379,79,157
"seagal",-5.07623219237439,7,23
"par",-5.07535391010718,75,139
"everything_else",-5.07076104393515,50,118
"boll",-5.06800555840249,0,28
"sounded_like",-5.06795620797089,8,43
"turned_off",-5.06728514778979,21,71
"film_at_all",-5.06610789229992,11,51
"chick",-5.06301958889396,53,126
"spent_on",-5.06120190186194,14,63
"fake_blood",-5.05969039331651,2,30
"fat",-5.05956880703122,79,146
"any_good",-5.05774100935099,28,85
"failed_miserably",-5.05486022936368,4,36
"but_bad",-5.05486022936368,4,36
"just_boring",-5.05486022936367,4,36
"i'm_sorry_but",-5.05486022936367,4,36
"bored_to",-5.0503259225498,1,28
"wondering",-5.04875701281054,123,211
"bad_taste",-5.04626269339957,14,51
"but_movie",-5.04347121121351,160,266
"i'll_give",-5.04256682787826,17,57
"to_be_fair",-5.03776709533377,21,69
"creature",-5.03552969958294,84,133
"sequel_to",-5.03453070211858,56,111
"figured",-5.03408932748586,58,119
"blair_witch",-5.03375267553014,18,56
"secondly",-5.03173303748812,29,81
"scenes",-5.03158111530935,1432,1624
"45",-5.03122143503892,31,95
"annoyed",-5.03084432635245,37,101
"complete_lack",-5.03038538684372,3,32
"disbelief",-5.02878498716017,44,100
"idea_why",-5.02810903501796,4,35
"unbelievably",-5.02636413593722,26,76
"wouldn't_even",-5.02585240454613,5,38
"plan_9_from_outer",-5.02585240454613,5,38
"9_from_outer_space",-5.02585240454613,5,38
"why_anyone",-5.02585240454613,5,38
"9_from_outer",-5.02585240454613,5,38
"simply_not",-5.01789578025579,13,52
"paid_to",-5.01645565987619,14,55
"script_to",-5.01645565987619,14,55
"mst3k_version",-5.01562929114758,1,25
"downhill_from",-5.01545444780813,1,28
"full_holes",-5.01545444780813,1,28
"no_sense_at_all",-5.01545444780813,1,28
"wow",-5.01372341033596,130,226
"give",-5.00908149256025,1181,1459
"accent",-5.00788903943407,159,241
"really_stupid",-5.00693441911745,5,37
"minutes_or",-5.00639337014108,18,65
"what_waste_time",-5.00478392710293,0,25
"bright_spot",-5.00478392710293,0,25
"very_worst",-5.00478392710293,0,25
"any_them",-5.00445424152893,22,68
"from_original",-5.00188487094897,31,86
"piece",-5.00135152388551,529,692
"really",-4.99826473561731,2378,2663
"shots",-4.99689999087713,245,411
"nothing_in_movie",-4.99686142326694,3,33
"lines_like",-4.99032258990272,7,42
"teeth",-4.98854307938467,43,100
"naked",-4.98452007115064,108,200
"i'm_afraid",-4.98427356379664,17,54
"stupidest",-4.98425868802778,5,37
"where_to_begin",-4.98132812082807,5,43
"wanted_to_make",-4.9798305929669,8,42
"movie_1",-4.97869728494945,8,43
"that's_all",-4.97858440565182,27,77
"mediocrity",-4.97807410273832,9,45
"be_fair",-4.97543733568026,25,75
"if_really",-4.97151401154077,33,88
"it's_so",-4.96717739682586,69,139
"do_better",-4.96380430206358,16,58
"all_could",-4.96380430206358,16,58
"stinks",-4.96246267923832,10,59
"somewhere",-4.96033662394409,158,249
"been_better",-4.95950994725905,79,149
"don't_rent",-4.95876403779314,4,35
"redeeming_quality",-4.95876403779313,4,35
"concept",-4.95686308845423,174,247
"vomit",-4.95483630048533,10,49
"worst_films_ever_seen",-4.95438451236706,0,24
"what_kind",-4.95235881069972,26,75
"brainless",-4.95195581078741,12,47
"wasn't_funny",-4.95147925378273,1,27
"straight",-4.9488158058321,293,411
"not_interesting",-4.9486006572204,2,30
"making",-4.94677229344707,965,1228
"biggest",-4.94402669170707,174,265
"be_some",-4.94327012312846,35,93
"implausible",-4.94004535578719,30,75
"had_no",-4.93911420994297,140,220
"what",-4.93707296872017,2916,3291
"might_as_well",-4.93511321963074,25,69
"might_as",-4.93511321963074,25,69
"does_nothing",-4.93447039343173,13,51
"so_obvious",-4.93296314047589,4,34
"it's_bad",-4.9317312338502,19,62
"stolen_from",-4.93067627599763,5,37
"could_go_on",-4.92713080917665,23,71
"had_better",-4.9199087318503,13,52
"just_made",-4.91850396655602,11,54
"bad_music",-4.91807121830367,0,24
"how_not_to_make",-4.91807121830367,0,24
"awake",-4.91745563493435,18,66
"so_terrible",-4.91502345012119,4,33
"like_trying",-4.91486099754499,1,27
"worse_as",-4.91486099754499,1,27
"excuse_movie",-4.91486099754499,1,27
"stunk",-4.91486099754499,1,27
"thin_plot",-4.91486099754499,1,27
"major_disappointment",-4.91486099754499,1,27
"not_in_good_way",-4.91486099754499,1,27
"next_time",-4.91339465778623,33,88
"making_movie",-4.90881555650746,36,86
"make_any_sense",-4.90813228005798,11,49
"money_time",-4.90562090683264,3,32
"generic",-4.90483264716603,27,76
"45_minutes",-4.90408145788592,9,58
"slightest",-4.90392917442733,25,78
"stink",-4.90145888499515,5,35
"randomly",-4.90137016513224,16,56
"dreadfully",-4.90100389481808,2,29
"sex_with",-4.90077947888166,35,74
"wouldn't_recommend",-4.89944381675313,11,48
"if_watching",-4.89834450183639,3,32
"awful_as",-4.89834450183639,3,32
"falls_flat",-4.89269780189536,10,46
"remake",-4.89246022661126,129,219
"excruciating",-4.891481883573,7,40
"crap_like",-4.891481883573,7,40
"script_so",-4.88702416429082,10,47
"pseudo",-4.88603539018023,27,81
"cant",-4.88470203281103,53,92
"thing_can",-4.88089940688266,21,67
"plastic",-4.8786874771468,38,91
"anyway",-4.87813606936939,414,567
"to_kill",-4.87662041351489,180,309
"not_funny_at",-4.86850271990451,1,28
"not_funny_at_all",-4.86850271990451,1,28
"left",-4.86842102559454,746,899
"tried_to_be",-4.86598398928867,2,28
"could_go",-4.86529064688809,45,105
"sci_fi_channel",-4.86514638164706,11,49
"fi_channel",-4.86514638164706,11,49
"promising",-4.8638651337302,64,120
"no_idea_why",-4.86348709015522,3,31
"fault",-4.86175641522476,73,135
"halfway_through",-4.86025945120568,19,81
"might_been",-4.85913105586484,70,138
"asking",-4.85751036424994,73,150
"sh",-4.85483507336758,18,52
"be_fooled",-4.85160567589726,12,50
"no_plot_no",-4.85073717534253,1,26
"two_hours_life",-4.85073717534253,1,26
"really_wanted_to_like",-4.84780571305947,2,29
"really_bad_movie",-4.84780571305947,2,29
"nothing_new_to",-4.84780571305947,2,29
"plot_ridiculous",-4.84780571305947,2,29
"not_recommend_movie",-4.84780571305947,2,29
"absolutely_no_sense",-4.84780571305947,2,29
"or_so",-4.84565185249769,138,227
"movie_like",-4.84225148015658,124,202
"nonsensical",-4.84123414377721,16,54
"first_10_minutes",-4.84094144805969,2,30
"no_character_development",-4.83858373854263,3,30
"like_just",-4.83736127801998,19,63
"only_reason_to",-4.8362460431702,4,33
"give_2",-4.83392831450586,5,36
"originality",-4.83056296710188,54,110
"it's_not_that",-4.83012248907597,15,55
"car",-4.82727178833066,323,400
"would've_been",-4.82084619024221,15,52
"to_save",-4.81760010823467,143,240
"vapid",-4.81727971631327,5,35
"clumsy",-4.81563680260077,27,72
"mike_myers",-4.81563304133494,1,22
"about",-4.81471695401006,3065,3301
"doing",-4.81416625172494,544,734
"bad_dialog",-4.81222078869875,1,26
"seems_to_think",-4.81222078869875,1,26
"absolutely_awful",-4.81222078869875,1,26
"called_movie",-4.81222078869875,1,26
"better_spent",-4.81222078869875,1,26
"so_bored",-4.81222078869875,1,26
"completely_wasted",-4.81222078869875,1,26
"really_really_bad",-4.8092717246475,3,33
"bad_so",-4.80714363382834,5,34
"video_camera",-4.80714363382834,5,34
"act",-4.8065075066295,382,584
"contrived",-4.80596728363289,65,130
"flop",-4.80515592929996,15,64
"did_get",-4.80271199366594,23,72
"stereotypes",-4.80182220726713,68,141
"really_don't",-4.8012336387825,37,101
"fest",-4.8010888922161,37,96
"waste_time_watching",-4.80070403323749,2,28
"huge_disappointment",-4.80070403323749,2,28
"can_call",-4.79869889436783,16,56
"boring_as",-4.79800106120334,3,31
"no_redeeming_qualities",-4.79800106120334,3,31
"thing_can_say",-4.79800106120334,3,31
"that's_saying",-4.79800106120334,3,31
"few_good",-4.7973313886624,17,59
"rental",-4.7970933997941,69,137
"meandering",-4.79652843513219,10,46
"pretty_lame",-4.79646229676155,8,42
"goes_on_on",-4.79646229676155,8,42
"movie_but",-4.79552034493726,367,513
"main_character",-4.79393682627301,187,246
"storyline",-4.7906676344052,255,374
"ed_wood",-4.78966206501005,7,64
"voodoo",-4.7859698578771,8,38
"to_recommend",-4.78071007674244,35,87
"movie_got",-4.78037476353163,15,54
"sex_scene",-4.77770808661211,30,73
"any_kind",-4.77590880296743,41,92
"on_earth",-4.77055449200809,67,144
"demon",-4.76871305789374,37,69
"poor_film",-4.76403262408189,3,30
"any_worse",-4.76403262408189,3,30
"movie_sucked",-4.76403262408189,3,30
"wooden_acting",-4.76403262408189,3,30
"some_reason",-4.76402650776717,90,157
"care_less",-4.76336855670537,14,52
"how_anyone",-4.76336855670537,14,52
"whole_plot",-4.76152078451248,4,33
"make_sense",-4.75914758669166,58,119
"that_could_been",-4.75574047571517,19,62
"want_to_see",-4.75501183529838,167,268
"indulgent",-4.75075995213642,18,55
"we're_supposed",-4.74798944640873,1,25
"badly_done",-4.74798944640873,1,25
"bad_direction",-4.74798944640873,1,25
"so_fake",-4.74798944640873,1,25
"we're_supposed_to",-4.74798944640873,1,25
"movie_total",-4.74500310668347,2,28
"say_didn't",-4.74500310668347,2,28
"laughably_bad",-4.74500310668347,2,28
"had_high_hopes",-4.74500310668347,2,28
"run_around",-4.74025253638789,3,29
"here's",-4.73931297907208,78,145
"too_hard",-4.73882400931682,35,82
"no_idea",-4.73827064544509,111,195
"no_acting",-4.73788320661233,4,32
"on_box",-4.73788320661233,4,32
"boring_film",-4.73788320661233,4,32
"these_people",-4.73745640131784,90,168
"reviews",-4.73701790056142,238,330
"in_any_way",-4.73637026891554,38,88
"about_hour",-4.73574209544202,11,45
"that_worst",-4.73554917269575,2,34
"redeeming_features",-4.73553396643122,5,35
"rating_1",-4.73553396643122,5,35
"dung",-4.73553396643122,5,35
"overacting",-4.72374886473139,20,58
"but_why",-4.72259262924831,21,61
"better_things",-4.72238251923828,4,31
"you'd_think",-4.72080735790526,12,49
"disconnected",-4.72015505010453,5,34
"thumbs_down",-4.71995075698526,1,29
"absolutely_nothing_to",-4.71794611112223,6,37
"to_warn",-4.71622950176597,15,52
"in_least",-4.71484037304041,16,55
"half_way_through",-4.71346155893192,17,58
"numbing",-4.71313388062365,10,44
"whoever",-4.71172552396221,61,121
"on_on_on",-4.71101913105256,4,28
